-18.4207	-0
-18.4188	-0
-18.417	-0
-18.4152	-0
-18.4133	-0
-18.4115	-0
-18.4096	-0
-18.4078	-0
-18.4059	-0
-18.4041	-0
-18.4023	-0
-18.4004	-0
-18.3986	-0
-18.3967	-0
-18.3949	-0
-18.393	-0
-18.3912	-0
-18.3894	-0
-18.3875	-0
-18.3857	-0
-18.3838	-0
-18.382	-0
-18.3802	-0
-18.3783	-0
-18.3765	-0
-18.3746	-0
-18.3728	-0
-18.3709	-0
-18.3691	-0
-18.3673	-0
-18.3654	-0
-18.3636	-0
-18.3617	-0
-18.3599	-0
-18.358	-0
-18.3562	-0
-18.3544	-0
-18.3525	-0
-18.3507	-0
-18.3488	-0
-18.347	-0
-18.3451	-0
-18.3433	-0
-18.3415	-0
-18.3396	-0
-18.3378	-0
-18.3359	-0
-18.3341	-0
-18.3323	-0
-18.3304	-0
-18.3286	-0
-18.3267	-0
-18.3249	-0
-18.323	-0
-18.3212	-0
-18.3194	-0
-18.3175	-0
-18.3157	-0
-18.3138	-0
-18.312	-0
-18.3101	-0
-18.3083	-0
-18.3065	-0
-18.3046	-0
-18.3028	-0
-18.3009	-0
-18.2991	-0
-18.2972	-0
-18.2954	-0
-18.2936	-0
-18.2917	-0
-18.2899	-0
-18.288	-0
-18.2862	-0
-18.2844	-0
-18.2825	-0
-18.2807	-0
-18.2788	-0
-18.277	-0
-18.2751	-0
-18.2733	-0
-18.2715	-0
-18.2696	-0
-18.2678	-0
-18.2659	-0
-18.2641	-0
-18.2622	-0
-18.2604	-0
-18.2586	-0
-18.2567	-0
-18.2549	-0
-18.253	-0
-18.2512	-0
-18.2494	-0
-18.2475	-0
-18.2457	-0
-18.2438	-0
-18.242	-0
-18.2401	-0
-18.2383	-0
-18.2365	-0
-18.2346	-0
-18.2328	-0
-18.2309	-0
-18.2291	-0
-18.2272	-0
-18.2254	-0
-18.2236	-0
-18.2217	-0
-18.2199	-0
-18.218	-0
-18.2162	-0
-18.2143	-0
-18.2125	-0
-18.2107	-0
-18.2088	-0
-18.207	-0
-18.2051	-0
-18.2033	-0
-18.2015	-0
-18.1996	-0
-18.1978	-0
-18.1959	-0
-18.1941	-0
-18.1922	-0
-18.1904	-0
-18.1886	-0
-18.1867	-0
-18.1849	-0
-18.183	-0
-18.1812	-0
-18.1793	-0
-18.1775	-0
-18.1757	-0
-18.1738	-0
-18.172	-0
-18.1701	-0
-18.1683	-0
-18.1664	-0
-18.1646	-0
-18.1628	-0
-18.1609	-0
-18.1591	-0
-18.1572	-0
-18.1554	-0
-18.1536	-0
-18.1517	-0
-18.1499	-0
-18.148	-0
-18.1462	-0
-18.1443	-0
-18.1425	-0
-18.1407	-0
-18.1388	-0
-18.137	-0
